alntmscore,evalue,lddt,neighbor_id,rmsd,target_id,tm_score
0.3788,6.016,0.2522,HDAC6,12.15,PARK7,0.3045
0.327,0.06791,0.2794,NOS2,8.635,PARK7,0.2983
0.3108,2.221,0.2615,GRM5,14.64,PARK7,0.2876
0.3618,0.01621,0.2914,GRK6,12.21,PARK7,0.2862
0.2922,1.192,0.2827,GRM1,16.88,PARK7,0.2828
0.3972,3.033,0.2675,KCNMA1,7.719,PARK7,0.2801
0.2901,0.8201,0.2724,GRM4,18.53,PARK7,0.2781
0.4419,1.529,0.2668,DDC,7.337,PARK7,0.2758
0.2867,0.724,0.2889,GRM8,16.72,PARK7,0.2701
0.2853,4.141,0.2865,GRIA1,16.35,PARK7,0.266
0.2818,2.516,0.2725,GLA,10.96,PARK7,0.2655
0.278,0.236,0.27,GCH1,16.4,PARK7,0.2531
0.2636,0.2512,0.2794,GRIN2B,18.77,PARK7,0.2525
0.3959,0.2217,0.2923,AKR1B1,10.7,PARK7,0.2524
0.4677,5.426e-13,0.4145,PCSK9,28.24,PCSK7,0.3233
0.2158,0.8454,0.2014,LPL,17.57,PCSK7,0.1424
0.3858,1.976,0.2095,PARK7,6.803,PCSK7,0.1055
0.3531,5.791,0.2307,GRIA2,11.2,PCSK7,0.09181
0.1856,2.091,0.1808,GRM4,19.91,PCSK7,0.08739
0.3281,6.862,0.4533,TH,15.69,PCSK7,0.07929
0.2454,9.103,0.1848,CXCL14,16.56,PCSK7,0.07508
0.1624,0.1941,0.1758,FLT1,30.61,PCSK7,0.07225
0.1649,0.508,0.1863,KIT,33.04,PCSK7,0.07208
0.4148,9.103,0.2275,TRPC6,6.165,PCSK7,0.0692
0.1585,0.02529,0.1816,ITGA2B,20.61,PCSK7,0.06898
0.2232,6.862,0.2025,NTRK2,20.53,PCSK7,0.06885
0.3217,3.48,0.2514,HNRNPH1,11.99,PCSK7,0.0679
0.2068,1.187,0.1968,NTRK1,17.89,PCSK7,0.06769
0.1788,0.7989,0.2154,PECAM1,19.69,PCSK7,0.06716
0.2244,4.124,0.5058,FUS,26.76,PCSK7,0.06655
0.1537,0.003115,0.184,ALK,30.97,PCSK7,0.06637
0.2458,2.091,0.5432,CTAG1A,23.93,PCSK7,0.06606
0.2934,4.364,0.2361,PKM,8.09,PCSK7,0.06542
0.1515,0.1234,0.1924,NECTIN4,33.97,PCSK7,0.06504
0.1674,9.103,0.7293,GABRA4,25.57,PHF13,0.1177
0.1489,2.021,0.6881,MAP3K20,32.69,PHF13,0.112
0.1604,4.734,0.7417,ADAM17,41.07,PHF13,0.1023
0.2255,9.103,0.7093,KCNMA1,30.43,PHF13,0.1012
0.2219,6.565,0.7547,GABRB2,25.6,PHF13,0.09941
0.2036,7.483,0.7846,ADORA2A,28.82,PHF13,0.09938
0.09899,9.718,0.6051,TNFAIP3,33.75,PHF13,0.09822
0.2311,0.7092,0.7294,GRIA1,25.6,PHF13,0.09751
0.1332,9.718,0.6858,REL,47.42,PHF13,0.09663
0.1463,6.565,0.7176,NUMBL,41.51,PHF13,0.09431
0.09884,5.76,0.6286,GRIN2B,60.95,PHF13,0.09257
0.177,2.158,0.7425,DRD1,27.37,PHF13,0.08726
0.1222,0.2044,0.7042,TP63,28.06,PHF13,0.08699
0.1488,7.483,0.7379,JUN,28.96,PHF13,0.08622
0.1156,9.103,0.6724,MAP2,49.51,PHF13,0.08618
0.1235,0.5458,0.6849,NFE2L2,41.76,PHF13,0.086
0.1328,2.46,0.7405,NECTIN4,42.13,PHF13,0.08392
0.1244,9.718,0.7063,HMGCR,28.22,PHF13,0.08198
0.2045,9.718,0.6552,EDNRB,25.93,PHF13,0.08123
0.1058,8.528,0.6756,BRAF,38.16,PHF13,0.08086
0.7228,7.496e-09,0.486,ABL1,10.08,PINK1,0.3962
0.6317,1.109e-08,0.4893,EGFR,22.87,PINK1,0.3922
0.5642,2.818e-09,0.4836,AXL,21.38,PINK1,0.3873
0.5505,3.968e-09,0.5009,FGFR3,27.2,PINK1,0.3821
0.5554,1.284e-08,0.4496,ROS1,29.49,PINK1,0.3768
0.6874,3.598e-09,0.4858,MOS,6.065,PINK1,0.3757
0.5985,3.956e-08,0.4494,ERBB2,19.32,PINK1,0.3756
0.788,1.227e-09,0.5088,AURKB,5.973,PINK1,0.3745
0.5304,2.317e-09,0.5049,FGFR2,33.23,PINK1,0.3734
0.6064,1.994e-08,0.5082,RAF1,27.38,PINK1,0.3675
0.5343,5.888e-10,0.486,FGFR4,29.9,PINK1,0.3673
0.5466,7.448e-07,0.447,ALK,27.11,PINK1,0.364
0.5021,5.036e-07,0.4664,WEE1,30.44,PINK1,0.3627
0.6635,2.199e-08,0.4544,SRC,7.591,PINK1,0.3618
0.6515,3.078e-06,0.4705,INSR,10.34,PINK1,0.3596
0.487,1.716e-07,0.4664,CSF1R,20.67,PINK1,0.3595
0.5132,5.888e-10,0.4697,FGFR1,30.53,PINK1,0.359
0.4813,4.348e-07,0.4992,NTRK2,27.27,PINK1,0.3585
0.679,1.223e-08,0.4879,MAPK1,6.278,PINK1,0.3582
0.7363,4.625e-11,0.4923,TSSK6,6.903,PINK1,0.358
0.7892,3.139e-41,0.8827,PPARG,15.25,PPARA,0.7876
0.503,1.688e-16,0.6463,VDR,23.8,PPARA,0.4244
0.4355,3.459e-18,0.686,NR1H4,29.32,PPARA,0.415
0.4101,1.225e-14,0.6177,ESR2,29.81,PPARA,0.4034
0.4046,1.708e-10,0.5786,AR,33.36,PPARA,0.3758
0.3702,1.875e-11,0.5544,NR3C1,27.79,PPARA,0.3321
0.1712,1.481,0.3895,KCNMA1,33.65,PPARA,0.1515
0.1813,0.03173,0.3826,CNR1,26.68,PPARA,0.1467
0.2107,4.091,0.2443,FDFT1,17.5,PPARA,0.1376
0.2048,1.356,0.2837,ADRA1A,22.4,PPARA,0.1348
0.2191,6.65,0.2747,DRD1,21.58,PPARA,0.1338
0.1732,0.4909,0.3486,EDNRB,23.97,PPARA,0.1334
0.2105,2.408,0.254,PTAFR,17.0,PPARA,0.1328
0.1633,2.304,0.3499,DYRK1A,35.64,PPARA,0.1298
0.2112,1.136,0.2802,CCND1,17.38,PPARA,0.1289
0.1845,1.691,0.2795,PTGIR,22.38,PPARA,0.1284
0.2022,0.8717,0.278,OPRM1,20.57,PPARA,0.1264
0.179,0.3766,0.273,AGTR2,20.05,PPARA,0.1263
0.1919,6.088,0.2956,ADRB2,20.27,PPARA,0.1252
0.2037,1.241,0.2909,TBXA2R,13.61,PPARA,0.1243
0.7683,2.888e-42,0.8914,PSEN2,21.91,PSEN1,0.7025
0.2247,4.597,0.281,FDFT1,15.16,PSEN1,0.1475
0.1767,2.92,0.4043,DYRK1A,23.87,PSEN1,0.1295
0.1709,2.435,0.3459,OPRK1,23.92,PSEN1,0.1269
0.1701,0.434,0.3714,ADRB2,30.54,PSEN1,0.1266
0.1365,9.496,0.3842,DRD2,37.74,PSEN1,0.1265
0.193,9.075,0.3601,TBXA2R,26.61,PSEN1,0.1263
0.1712,7.235,0.3886,GLP1R,26.39,PSEN1,0.1226
0.1365,0.8194,0.4565,HTR2A,38.97,PSEN1,0.1179
0.1276,8.673,0.3733,HRH3,33.77,PSEN1,0.1114
0.1248,2.667,0.3924,HTR1A,36.38,PSEN1,0.111
0.1602,7.922,0.4009,TRPV4,26.44,PSEN1,0.1109
0.1375,3.501,0.3365,KCNJ11,30.37,PSEN1,0.109
0.2701,9.075,0.2858,SLC12A3,20.69,PSEN1,0.1087
0.1558,8.673,0.3621,GRM5,25.14,PSEN1,0.1079
0.1357,4.012,0.3634,HMGCR,30.39,PSEN1,0.1064
0.1335,7.922,0.338,EDNRA,28.82,PSEN1,0.1046
0.1362,1.619,0.3055,GNRHR,27.99,PSEN1,0.1039
0.1851,7.922,0.3657,SLC12A2,31.33,PSEN1,0.1029
0.1237,6.915,0.3812,FES,53.77,PSEN1,0.1029
0.653,0.005285,0.3663,DUSP26,5.494,PTPN11,0.1924
0.6271,0.01817,0.3441,PTEN,6.022,PTPN11,0.1895
0.6641,2.166e-08,0.5688,FYN,8.234,PTPN11,0.1742
0.6336,5.026e-08,0.5504,SRC,9.004,PTPN11,0.1736
0.4367,3.2e-06,0.4083,FES,15.3,PTPN11,0.1692
0.654,3.212e-09,0.5641,LCK,8.244,PTPN11,0.1687
0.8066,5.31e-07,0.6125,SHP1,3.563,PTPN11,0.156
0.5352,2.864e-07,0.48,VAV1,15.99,PTPN11,0.153
0.172,1.304e-06,0.3804,ABL1,27.87,PTPN11,0.1435
0.1107,0.145,0.2855,CSF1R,29.41,PTPN11,0.09734
0.4221,6.59,0.4266,CCND1,10.84,PTPN11,0.08755
0.2971,2.4,0.5288,GABRA4,16.0,PTPN11,0.08192
0.09094,1.62,0.2338,KIT,37.01,PTPN11,0.07965
0.3126,4.707,0.1977,ACTL8,13.7,PTPN11,0.07855
0.2308,5.57,0.5146,MTOR,22.64,PTPN11,0.07849
0.1975,3.555,0.2991,GCH1,21.35,PTPN11,0.07681
0.105,7.798,0.1723,MET,29.51,PTPN11,0.07648
0.1089,3.555,0.2987,FGFR3,25.91,PTPN11,0.07527
0.1759,0.8738,0.4265,GCGR,21.89,PTPN11,0.07506
0.1783,3.178,0.2998,NPY1R,23.23,PTPN11,0.0744
0.2235,4.028,0.2303,CNR2,19.69,SCD,0.1535
0.1715,6.153,0.221,SLC6A2,18.35,SCD,0.1456
0.1741,1.363,0.2991,EDNRB,25.24,SCD,0.1434
0.1908,4.639,0.2399,HTR1A,23.39,SCD,0.1404
0.1795,0.584,0.2969,PSEN2,28.74,SCD,0.1403
0.1634,5.87,0.3462,AR,21.95,SCD,0.1379
0.1455,0.302,0.2989,DYRK1A,30.05,SCD,0.1307
0.1709,4.426,0.2887,CNR1,24.9,SCD,0.1275
0.1786,5.343,0.2931,ADRA2A,24.87,SCD,0.1262
0.1606,4.426,0.2093,FSHR,20.49,SCD,0.1243
0.143,5.6,0.2928,NR3C1,27.09,SCD,0.1178
0.135,1.896,0.2319,CCRL2,26.41,SCD,0.1164
0.1442,2.763,0.2151,GLP1R,19.41,SCD,0.1136
0.1501,2.763,0.3104,PSEN1,35.01,SCD,0.1122
0.115,9.396,0.3069,KCNMA1,26.96,SCD,0.1115
0.1181,0.4837,0.2386,GIPR,31.07,SCD,0.1112
0.1762,7.427,0.2043,HRH3,23.02,SCD,0.1112
0.1653,4.028,0.2328,GCGR,19.42,SCD,0.1107
0.1189,9.396,0.2577,OPRD1,26.78,SCD,0.1105
0.1755,4.639,0.2266,GNRHR,22.53,SCD,0.109
0.1638,2.159,0.1958,F5,20.16,SHBG,0.1234
0.1104,0.6844,0.1901,BACE1,27.53,SHBG,0.1053
0.1188,0.06198,0.2287,MLST8,21.13,SHBG,0.1029
0.1166,4.976,0.2171,ABL1,21.12,SHBG,0.1019
0.1143,0.2409,0.241,FGFR1,23.21,SHBG,0.1011
0.1194,0.01107,0.1763,RAD1,20.18,SHBG,0.09826
0.1092,0.8434,0.2375,CDC20,25.82,SHBG,0.09674
0.09309,1.215,0.2089,REN,23.2,SHBG,0.0913
0.1784,8.384,0.2049,FGA,18.54,SHBG,0.08858
0.1021,2.159,0.254,PECAM1,31.95,SHBG,0.08646
0.1198,9.305,0.1761,PCSK7,20.42,SHBG,0.08583
0.1167,3.638,0.214,F9,24.05,SHBG,0.08522
0.232,1.281,0.2062,VAV1,10.53,SHBG,0.08435
0.09567,0.8434,0.2213,FGFR4,28.48,SHBG,0.08269
0.1515,9.802,0.1759,PTEN,18.75,SHBG,0.08215
0.09128,5.524,0.2211,KIT,28.91,SHBG,0.08112
0.09849,4.723,0.1851,MET,21.15,SHBG,0.07884
0.169,3.453,0.2758,CTLA4,16.19,SHBG,0.07872
0.09249,7.554,0.1966,FGFR3,28.13,SHBG,0.07865
0.0921,0.1761,0.199,AXL,32.39,SHBG,0.07805
0.692,4.68e-15,0.7097,BCL2L1,22.07,BCL2,0.6649
0.4934,0.0009483,0.4679,MCL1,26.15,BCL2,0.4333
0.2132,3.014,0.3396,GIPR,29.62,BCL2,0.1708
0.22,6.359,0.32,IL6,21.95,BCL2,0.1439
0.1389,4.959,0.309,HMGCR,21.43,BCL2,0.1345
0.2998,6.05,0.261,FDFT1,13.75,BCL2,0.1285
0.2195,6.683,0.2479,GRM8,20.0,BCL2,0.128
0.2147,9.006,0.2546,NLRP3,20.9,BCL2,0.1254
0.1585,6.05,0.3021,NFE2L2,34.06,BCL2,0.1247
0.1754,4.064,0.2472,FES,35.88,BCL2,0.12
0.1836,7.024,0.2731,HTR2A,27.52,BCL2,0.1181
0.1585,7.759,0.2879,ABL1,23.4,BCL2,0.1175
0.1478,3.866,0.3194,ADRA2A,29.33,BCL2,0.1118
0.161,7.382,0.213,ADRA1A,26.56,BCL2,0.1018
0.1662,8.154,0.3368,HTR3A,31.48,BCL2,0.1013
0.1665,7.382,0.3778,ATAD2,23.55,BCL2,0.09251
0.1867,7.759,0.1995,ABCB1,19.88,BCL2,0.08926
0.1034,2.128,0.2863,CHRM2,34.2,BCL2,0.08124
0.1585,7.759,0.358,PPARA,28.96,BCL2,0.07929
0.1939,2.729,0.4477,GABRA1,20.07,BCL2,0.06999
0.9245,2.604e-18,0.7833,CCRL2,3.628,BDKRB2,0.7296
0.7836,2.438e-20,0.725,AGTR2,11.57,BDKRB2,0.7246
0.7587,5.446e-17,0.7484,OPRD1,12.17,BDKRB2,0.6973
0.7442,6.009e-14,0.6567,EDNRA,8.764,BDKRB2,0.688
0.8618,1.452e-17,0.7427,AGTR1,5.924,BDKRB2,0.6866
0.6849,1.42e-15,0.6978,EDNRB,13.34,BDKRB2,0.6833
0.7202,1.315e-16,0.7207,OPRK1,12.26,BDKRB2,0.6821
0.7434,2.231e-16,0.7262,ORL1,15.08,BDKRB2,0.6783
0.6944,1.586e-17,0.7039,OPRM1,12.79,BDKRB2,0.6743
0.7396,2.631e-15,0.6849,NPY1R,9.042,BDKRB2,0.6739
0.7126,4.272e-15,0.7211,NPY2R,13.02,BDKRB2,0.6677
0.7857,2.181e-14,0.6653,PTAFR,8.153,BDKRB2,0.6668
0.6686,1.216e-13,0.6708,HTR2A,13.31,BDKRB2,0.6463
0.7509,1.931e-11,0.6659,PTGIR,9.124,BDKRB2,0.6235
0.7176,2.329e-12,0.6439,ADRA1A,9.443,BDKRB2,0.6182
0.7442,2.599e-10,0.6393,ADORA2A,4.849,BDKRB2,0.6179
0.6881,1.176e-10,0.6318,ADRB1,14.71,BDKRB2,0.6169
0.72,6.557e-10,0.6451,CHRM2,10.96,BDKRB2,0.6129
0.6833,1.176e-10,0.6315,ADRB2,10.7,BDKRB2,0.6102
0.7072,3.739e-11,0.6524,HTR1A,9.219,BDKRB2,0.6088
0.9088,7.576e-29,0.7736,CA9,2.471,CA2,0.8817
0.1961,6.363,0.1676,MLST8,14.91,CA2,0.1341
0.1692,6.363,0.1582,FLT1,27.63,CA2,0.1188
0.2899,4.164,0.1873,NTRK2,12.07,CA2,0.1167
0.1934,4.164,0.1673,TIGIT,19.34,CA2,0.1136
0.2354,9.149,0.1609,PARP1,9.355,CA2,0.112
0.1858,8.106,0.155,FYN,19.99,CA2,0.11
0.2336,7.182,0.1257,ADAM17,11.82,CA2,0.1095
0.135,9.719,0.153,F10,18.56,CA2,0.1013
0.2233,5.989,0.1673,GSK3B,10.38,CA2,0.101
0.1521,1.098,0.1946,CDC20,12.58,CA2,0.09847
0.1826,9.149,0.1748,F11,11.64,CA2,0.09121
0.2354,1.678,0.1317,RIPK2,8.846,CA2,0.08687
0.1752,4.424,0.1487,PINK1,14.43,CA2,0.08392
0.1955,1.579,0.1642,PSMA1,12.58,CA2,0.08217
0.189,1.486,0.1501,XDH,10.82,CA2,0.08157
0.2322,0.6363,0.1925,KRAS,11.7,CA2,0.0813
0.1566,8.612,0.1451,MAP3K20,18.38,CA2,0.0809
0.2403,5.637,0.1257,CHEK2,17.59,CA2,0.08056
0.1608,8.106,0.1115,MGA,16.36,CA2,0.07741
0.9088,2.639e-27,0.7495,CA2,2.471,CA9,0.5067
0.2462,6.27,0.3112,CTLA4,20.36,CA9,0.103
0.1031,7.944,0.3017,TP53,36.4,CA9,0.092
0.1472,6.652,0.2205,F9,21.08,CA9,0.08962
0.1448,6.27,0.3665,CDC20,30.12,CA9,0.08905
0.1318,5.249,0.4469,FGA,35.49,CA9,0.0888
0.09884,1.605,0.3264,TP63,31.39,CA9,0.08506
0.1258,1.807,0.3095,FGFR3,29.82,CA9,0.08228
0.7401,8.942,0.652,FDFT1,4.248,CA9,0.08209
0.141,8.428,0.4,SRC,35.13,CA9,0.08144
0.1325,4.947,0.3024,NTRK1,32.06,CA9,0.08025
0.3695,4.947,0.5486,ITGB3,17.08,CA9,0.07883
0.1201,0.169,0.2691,AXL,25.45,CA9,0.07598
0.1291,0.2142,0.2866,LAG3,23.49,CA9,0.07487
0.1811,3.904,0.2797,BACE1,20.55,CA9,0.07204
0.3512,7.058,0.4721,MAOB,8.304,CA9,0.07193
0.4954,7.944,0.8148,GRIA2,16.14,CA9,0.0704
0.1201,0.8877,0.3021,FGFR2,29.94,CA9,0.06802
0.378,7.488,0.5392,TIGIT,21.44,CA9,0.06795
0.148,6.27,0.296,LCK,24.6,CA9,0.06657
0.2294,2.317,0.2864,PPARG,20.85,CCND1,0.2229
0.2336,6.021,0.3051,CHRM1,15.14,CCND1,0.1899
0.199,4.255,0.3375,YWHAB,17.37,CCND1,0.1766
0.2073,6.288,0.3114,CDC16,15.5,CCND1,0.1681
0.1845,2.034,0.3094,GCGR,22.99,CCND1,0.1628
0.1883,5.286,0.295,ATR,22.1,CCND1,0.1594
0.1808,4.641,0.2827,HEATR6,20.23,CCND1,0.155
0.1758,5.521,0.3086,ADRB2,22.35,CCND1,0.1549
0.1699,1.71,0.2728,NPY1R,22.98,CCND1,0.1524
0.1604,0.6298,0.3041,PTAFR,23.86,CCND1,0.152
0.1605,3.425,0.2862,AGTR1,22.51,CCND1,0.1513
0.1697,9.701,0.3141,CHRM3,24.73,CCND1,0.1502
0.1601,0.157,0.2971,ORL1,23.24,CCND1,0.1486
0.1683,1.318,0.334,GNB5,23.5,CCND1,0.1477
0.1755,4.255,0.2547,HMGCR,25.51,CCND1,0.1473
0.1534,2.42,0.2819,GLP1R,20.68,CCND1,0.1464
0.1685,7.162,0.272,KCNMA1,18.35,CCND1,0.1464
0.1475,0.6031,0.3371,OPRK1,24.35,CCND1,0.1421
0.1464,2.124,0.3199,OPRD1,23.76,CCND1,0.1421
0.1635,2.42,0.3068,HRH3,20.04,CCND1,0.1412
0.6232,1.475e-11,0.6419,CDC23,13.57,CDC16,0.5263
0.3008,0.002988,0.4465,ATR,19.41,CDC16,0.2577
0.2277,0.0001658,0.4504,MTOR,34.06,CDC16,0.2099
0.1807,0.3434,0.3105,CXCL14,39.25,CDC16,0.1682
0.1824,0.1049,0.3319,HEATR6,23.49,CDC16,0.1639
0.2425,2.112,0.3154,DLL3,19.55,CDC16,0.1504
0.1933,9.645,0.3368,FSHR,27.16,CDC16,0.1253
0.1371,0.3838,0.3052,SLC9A3,28.34,CDC16,0.12
0.1396,0.748,0.3362,PARP2,22.13,CDC16,0.1176
0.1348,8.957,0.2828,TRPC6,24.77,CDC16,0.114
0.2292,0.6693,0.3299,YWHAB,15.35,CDC16,0.1129
0.1658,2.542,0.3136,CNR2,27.21,CDC16,0.1126
0.1504,6.661,0.3062,EDNRA,27.66,CDC16,0.1118
0.1638,0.836,0.3411,GCH1,25.43,CDC16,0.1116
0.159,3.059,0.3143,CCRL2,27.86,CDC16,0.1099
0.1734,3.419,0.2593,EDNRB,26.57,CDC16,0.1098
0.1589,7.444,0.2423,VAV1,22.42,CDC16,0.1095
0.1112,2.035,0.2783,ACE,32.25,CDC16,0.106
0.1553,2.449,0.2796,FDFT1,23.18,CDC16,0.105
0.1579,8.632,0.2934,OPRM1,26.36,CDC16,0.105
0.9139,1.022e-42,0.8507,CDK6,4.066,CDK4,0.8729
0.8731,5.833e-27,0.7601,MAPK1,2.676,CDK4,0.8375
0.8764,4.457e-30,0.7904,CDK5,3.519,CDK4,0.8373
0.8834,7.313e-27,0.7821,ICK,2.777,CDK4,0.8359
0.8597,2.054e-21,0.7226,GSK3B,3.211,CDK4,0.8354
0.8761,2.644e-27,0.76,CDK2,3.69,CDK4,0.8263
0.8546,1.832e-25,0.7373,MAPK11,3.575,CDK4,0.8224
0.852,1.42e-27,0.7419,CDK1,4.539,CDK4,0.8063
0.8147,6.09e-24,0.7067,MAPK14,4.91,CDK4,0.7952
0.8509,1.168e-17,0.686,TSSK6,5.251,CDK4,0.7381
0.8239,3.231e-17,0.6479,FES,4.002,CDK4,0.7098
0.8057,2.207e-16,0.6416,ABL1,4.793,CDK4,0.7089
0.7957,3.67e-16,0.6718,CHEK1,5.851,CDK4,0.7073
0.7324,6.551e-15,0.6125,STRADA,11.84,CDK4,0.7034
0.8007,3.831e-13,0.6391,FYN,4.654,CDK4,0.7034
0.7529,3.621e-13,0.6371,WEE1,4.25,CDK4,0.7
0.798,4.803e-13,0.6353,SRC,4.872,CDK4,0.6981
0.7448,1.089e-14,0.6033,AXL,5.1,CDK4,0.6977
0.7219,7.032e-14,0.614,IKBKB,7.562,CDK4,0.6959
0.7718,2.058e-13,0.6218,ROS1,4.278,CDK4,0.6957
0.6506,1.119e-19,0.7683,HRH1,22.99,CHRM2,0.6243
0.6179,5.884e-29,0.8134,CHRM3,25.88,CHRM2,0.6101
0.7067,1.134e-15,0.7353,HRH3,15.58,CHRM2,0.6034
0.7665,3e-15,0.7544,HTR2A,7.203,CHRM2,0.5957
0.6582,2.517e-17,0.7327,HTR1A,17.96,CHRM2,0.595
0.7694,9.987e-16,0.7409,ADRB1,14.24,CHRM2,0.5913
0.6285,3.445e-18,0.7429,ADRA2A,19.91,CHRM2,0.5853
0.7386,7.378e-18,0.7884,GNB5,15.99,CHRM2,0.5768
0.7762,1.279e-17,0.753,ADRA1A,10.65,CHRM2,0.5767
0.7583,4.391e-15,0.764,ADRB2,10.91,CHRM2,0.5603
0.8158,9.81e-15,0.7463,PTGIR,6.668,CHRM2,0.5547
0.7234,2.328e-15,0.7372,DRD1,9.674,CHRM2,0.5545
0.6043,3.406e-15,0.7368,DRD2,21.38,CHRM2,0.5545
0.8241,8.391e-11,0.7446,ADORA2A,8.491,CHRM2,0.5461
0.782,7.71e-11,0.7093,OPRM1,5.828,CHRM2,0.5424
0.7621,6.914e-12,0.7426,NPY2R,9.183,CHRM2,0.5408
0.8077,1.991e-11,0.7243,ADORA1,7.28,CHRM2,0.5396
0.7289,7.574e-10,0.7073,NPY1R,11.69,CHRM2,0.5375
0.7994,7.085e-11,0.7271,OPRD1,9.963,CHRM2,0.5367
0.7709,7.085e-11,0.682,OPRK1,9.499,CHRM2,0.5334
0.8073,9.98e-24,0.7877,CNR2,7.673,CNR1,0.5864
0.6986,7.601e-12,0.6466,ADRB2,14.33,CNR1,0.5499
0.6775,3.355e-11,0.6254,DRD1,8.885,CNR1,0.5346
0.7326,4.797e-09,0.6287,AGTR1,8.546,CNR1,0.5296
0.6798,2.169e-10,0.6398,HTR1A,13.46,CNR1,0.5259
0.7309,4e-08,0.6048,HRH1,9.73,CNR1,0.5249
0.6529,2.104e-11,0.642,OPRM1,25.75,CNR1,0.5234
0.7587,9.007e-12,0.6746,ADORA2A,8.776,CNR1,0.5224
0.6293,5.189e-12,0.6317,ADRB1,16.59,CNR1,0.5213
0.7432,6.693e-12,0.6491,PTGIR,8.886,CNR1,0.5211
0.7385,1.454e-12,0.6496,ADRA1A,7.984,CNR1,0.5125
0.6422,1.545e-10,0.5926,OPRK1,16.19,CNR1,0.5075
0.7218,1.08e-12,0.6527,ADORA1,7.337,CNR1,0.503
0.6087,5.684e-09,0.6218,FSHR,28.9,CNR1,0.5003
0.6026,2.195e-11,0.5931,NPY1R,16.91,CNR1,0.4991
0.6795,2.57e-10,0.5997,AGTR2,10.51,CNR1,0.4982
0.6198,9.397e-12,0.6077,OPRD1,15.56,CNR1,0.4977
0.6465,2.389e-11,0.6341,ORL1,18.53,CNR1,0.497
0.6973,2.57e-10,0.5928,GNB5,9.986,CNR1,0.4963
0.6127,2.57e-10,0.6088,NPY2R,23.16,CNR1,0.4941
0.4428,8.483,0.3967,ABL1,7.084,CXCL8,0.2456
0.339,4.498,0.4858,AKT3,14.37,CXCL8,0.2401
0.3117,0.7603,0.5408,AKT1,14.73,CXCL8,0.24
0.3006,2.707,0.531,AKT2,17.16,CXCL8,0.2395
0.3528,3.489,0.4099,AURKB,20.91,CXCL8,0.2388
0.4722,0.4875,0.3668,RIPK2,8.731,CXCL8,0.2381
0.3824,1.849,0.3817,MLST8,9.717,CXCL8,0.2361
0.2922,3.275,0.322,NTRK3,13.29,CXCL8,0.2348
0.4397,6.582,0.3573,WEE1,13.71,CXCL8,0.2338
0.4488,4.221,0.3561,STRADA,16.48,CXCL8,0.2289
0.2944,3.275,0.4425,FGFR1,14.03,CXCL8,0.2278
0.2449,3.489,0.411,CSF1R,18.56,CXCL8,0.2241
0.366,2.884,0.3887,ACE2,5.589,CXCL8,0.2227
0.5629,3.962,0.3968,MAPK14,3.152,CXCL8,0.2207
0.5436,7.962,0.399,MAPK11,3.114,CXCL8,0.219
0.4303,5.798,0.336,SGK1,10.77,CXCL8,0.219
0.5259,3.275,0.379,DYRK1A,3.308,CXCL8,0.2182
0.3022,9.038,0.3159,NTRK2,10.66,CXCL8,0.2134
0.4653,7.962,0.3571,CDK5,6.095,CXCL8,0.2116
0.487,9.629,0.3807,CDK6,3.495,CXCL8,0.2108
0.698,5.566e-06,0.5685,ADRA2A,8.215,TBXA2R,0.6603
0.682,1.609e-08,0.5805,HTR2A,10.58,TBXA2R,0.66
0.6599,1.286e-07,0.5689,OPRD1,8.566,TBXA2R,0.6564
0.7105,0.0001562,0.5786,HRH1,6.594,TBXA2R,0.653
0.6702,1.9e-07,0.5619,BDKRB2,10.42,TBXA2R,0.6508
0.6594,2.592e-08,0.575,CNR2,14.67,TBXA2R,0.6507
0.7126,7.989e-08,0.5547,ORL1,6.837,TBXA2R,0.648
0.6794,1.18e-07,0.5747,GNB5,9.203,TBXA2R,0.6456
0.703,3.692e-09,0.5949,AGTR1,13.73,TBXA2R,0.6445
0.6816,4.516e-07,0.5501,NPY2R,9.46,TBXA2R,0.6407
0.7036,5.181e-08,0.5762,PTAFR,6.916,TBXA2R,0.6373
0.7115,1.984e-07,0.5592,GNRHR,5.902,TBXA2R,0.6369
0.6359,1.984e-07,0.5758,ADRB2,11.54,TBXA2R,0.6342
0.6385,1.465e-07,0.552,ADRA1A,10.18,TBXA2R,0.6335
0.6744,4.925e-07,0.5656,CCRL2,12.62,TBXA2R,0.6314
0.6333,1.465e-07,0.5454,EDNRA,8.913,TBXA2R,0.63
0.6306,6.434e-08,0.5544,GIPR,14.66,TBXA2R,0.6289
0.6326,1.403e-07,0.5723,PTGIR,10.87,TBXA2R,0.6276
0.6563,7.069e-09,0.5763,CNR1,10.19,TBXA2R,0.6268
0.6692,7.593e-07,0.5455,EDNRB,7.482,TBXA2R,0.6259
0.2792,7.573,0.5591,RIPK2,28.45,TOE1,0.08152
0.1735,6.417,0.1824,XDH,16.95,TOE1,0.07673
0.1671,0.9289,0.3535,NUMBL,37.13,TOE1,0.07658
0.3053,8.456,0.2175,HSD11B1,11.16,TOE1,0.07602
0.1644,6.417,0.1856,ALOX12,13.83,TOE1,0.07333
0.2197,7.573,0.1998,GRIA2,9.107,TOE1,0.06849
0.1348,5.146,0.1928,KRAS,20.57,TOE1,0.06451
0.1943,2.803,0.4782,AR,30.89,TOE1,0.06419
0.1232,7.573,0.243,PIK3CG,22.06,TOE1,0.06145
