org_id,patent_id
WUXI BIOLOGICS IRELAND LTD [IE],WO2025104253A1
"WUXI BIOLOGICS (SHANGHAI) CO., LTD,",WO2025104253A1
WUXI BIOLOGICS IRELAND LIMITED,WO2025104253A1
REGENERON PHARMA [US],IL315405A
HERMONT BARCELLOS GONCALVES PRISCILA [US],IL315405A
"REGENERON PHARMACEUTICALS INC,",IL315405A
HERMONT BARCELLOS GONCALVES Priscila,IL315405A
PRECIGEN INC [US],US2024368305A1
"PRECIGEN, INC",US2024368305A1
SHENZHEN RESEARCH INSTITUTE OF SHANDONG UNIV,CN118879644A
山东大学深圳研究院,CN118879644A
REGENERON PHARMA [US],MX2024008615A
"REGENERON PHARMACEUTICALS, INC",MX2024008615A
REGENERON PHARMA [US],MX2024008055A
"REGENERON PHARMACEUTICALS, INC",MX2024008055A
NANJING WEILIZHIBO BIOTECHNOLOGY CO LTD,CN118846036A
南京维立志博生物科技股份有限公司,CN118846036A
REGENERON PHARMA,CN118829652A
再生元制药公司,CN118829652A
REGENERON PHARMA [US],MX2024006187A
"REGENERON PHARMACEUTICALS, INC",MX2024006187A
MORPHOSYS AG [DE],WO2025082777A1
MORPHOSYS AG,WO2025082777A1
REGENERON PHARMA [US],ZA201901557B
"REGENERON PHARMACEUTICALS, INC",ZA201901557B
UNIV WUHAN SCIENCE & TECH,CN118684782A
武汉科技大学,CN118684782A
REGENERON PHARMA [US],AU2023236126A1
"REGENERON PHARMACEUTICALS, INC",AU2023236126A1
UNIV BROWN [US],US2024301505A1
BROWN UNIVERSITY,US2024301505A1
REGENERON PHARMA [US],IL314076A
REGENERON PHARMACEUTICALS INC,IL314076A
UNIV WUHAN SCIENCE & TECH,CN118593534A
武汉科技大学,CN118593534A
REGENERON PHARMA [US],IL313864A
HERMONT BARCELLOS GONCALVES PRISCILA [US],IL313864A
KROOG GLENN [US],IL313864A
ROWLANDS TRACEY MICHELLE [US],IL313864A
ULDRICK THOMAS SMITH [US],IL313864A
ZHU MIN [US],IL313864A
"REGENERON PHARMACEUTICALS INC,",IL313864A
"HERMONT BARCELLOS GONCALVES Priscila,",IL313864A
"KROOG Glenn,",IL313864A
"ROWLANDS Tracey Michelle,",IL313864A
"ULDRICK Thomas Smith,",IL313864A
ZHU Min,IL313864A
WUXI BIOLOGICS SHANGHAI CO LTD [CN],WO2025036848A1
WUXI BIOLOGICS IRELAND LTD [IE],WO2025036848A1
"WUXI BIOLOGICS (SHANGHAI) CO., LTD,",WO2025036848A1
WUXI BIOLOGICS IRELAND LIMITED,WO2025036848A1
IBIO INC [US],WO2024167877A2
"IBIO, INC",WO2024167877A2
NANJING WEILI ZHIBO BIOLOGICAL TECH CO LTD,CN118510810A
南京维立志博生物科技有限公司,CN118510810A
REGENERON PHARMA,CN118453851A
瑞泽恩制药公司,CN118453851A
REGENERON PHARMA,CN118475618A
瑞泽恩制药公司,CN118475618A
REGENERON PHARMA [US],AU2023205776A1
"REGENERON PHARMACEUTICALS, INC",AU2023205776A1
IBIO INC [US],US2024262929A1
"iBio, Inc",US2024262929A1
REGENERON PHARMA [US],MX2023011469A
"REGENERON PHARMACEUTICALS, INC",MX2023011469A
REGENERON PHARMA [US],AU2023204751A1
"REGENERON PHARMACEUTICALS, INC",AU2023204751A1
REGENERON PHARMA [US],IL312813A
BUROVA ELENA [US],IL312813A
IOFFE ELLA [US],IL312813A
"REGENERON PHARMACEUTICALS INC,",IL312813A
"BUROVA Elena,",IL312813A
IOFFE Ella,IL312813A
REGENERON PHARMA [US],CA3242629A1
"REGENERON PHARMACEUTICALS, INC",CA3242629A1
REGENERON PHARMA [US],ZA201901591B
"REGENERON PHARMACEUTICALS, INC",ZA201901591B
MEMORIAL SLOAN KETTERING CANCER CENTER [US],US2024189426A1
SLOAN KETTERING INST CANCER RES [US],US2024189426A1
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES [US],US2024189426A1
"MEMORIAL SLOAN-KETTERING CANCER CENTER,",US2024189426A1
"SLOAN-KETTERING INSTITUTE FOR CANCER RESEARCH,",US2024189426A1
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,US2024189426A1
REGENERON PHARMA [US],CA3238750A1
"REGENERON PHARMACEUTICALS, INC",CA3238750A1
MEMORIAL SLOAN KETTERING CANCER CENTER,JP2024073610A
メモリアル  スローン  ケタリング  キャンサー  センター,JP2024073610A
REGENERON PHARMA [US],AU2022398486A1
"REGENERON PHARMACEUTICALS, INC",AU2022398486A1
MEMORIAL SLOAN KETTERING CANCER CENTER [US],US2024174764A1
MASSACHUSETTS GEN HOSPITAL [US],US2024174764A1
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES [US],US2024174764A1
SLOAN KETTERING INST CANCER RES [US],US2024174764A1
"MEMORIAL SLOAN-KETTERING CANCER CENTER,",US2024174764A1
"THE GENERAL HOSPITAL CORPORATION,",US2024174764A1
"MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,",US2024174764A1
SLOAN-KETTERING INSTITUTE FOR CANCER RESEARCH,US2024174764A1
HOPE CITY [US],US2024165175A1
City of Hope,US2024165175A1
REGENERON PHARMA [US],EP4424712A2
"Regeneron Pharmaceuticals, Inc",EP4424712A2
PRECIGEN INC [US],ZA202110780B
"PRECIGEN, INC",ZA202110780B
MEMORIAL SLOAN KETTERING CANCER CENTER,CN117729938A
MASSACHUSETTS GEN HOSPITAL,CN117729938A
THE CANCER AND REFRACTORY DISEASES HOSPITAL,CN117729938A
SLOAN KETTERING INST CANCER RES,CN117729938A
"纪念斯隆-凯特琳癌症中心,",CN117729938A
"综合医院公司,",CN117729938A
"癌症及相关疾病纪念医院,",CN117729938A
斯隆-凯特林癌症研究院,CN117729938A
INOVIO PHARMACEUTICALS INC,JP2024023358A
イノビオ  ファーマシューティカルズ，インコーポレイティド,JP2024023358A
PRECIGEN INC,JP2024023232A
プレシゲン，インコーポレイテッド,JP2024023232A
UNIV AIX MARSEILLE [FR],WO2024165567A1
INST NAT SANTE RECH MED [FR],WO2024165567A1
CENTRE NAT RECH SCIENT [FR],WO2024165567A1
INST JEAN PAOLI & IRENE CALMETTES [FR],WO2024165567A1
"UNIVERSITE D'AIX-MARSEILLE,",WO2024165567A1
"NORTHWEST A&F UNIVERSITY,",CN110483660A
"INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE),",WO2024165567A1
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,",WO2024165567A1
INSTITUT JEAN PAOLI & IRENE CALMETTES,WO2024165567A1
INOVIO PHARMACEUTICALS INC [US],MX2022015822A
"INOVIO PHARMACEUTICALS, INC",MX2022015822A
INOVIO PHARMACEUTICALS INC [US],MX2022015820A
"INOVIO PHARMACEUTICALS, INC",MX2022015820A
IMMUVIA INC [US],EP4615874A1
Immuvia Inc,EP4615874A1
IMMUVIA INC [US],WO2024102962A1
IMMUVIA INC,WO2024102962A1
HANGZHOU GLUELINKER BIO THERAPEUTICS CO LTD [CN],WO2026026773A1
杭州胶联生物医药科技有限公司,WO2026026773A1
MONTE ROSA THERAPEUTICS AG [CH],CR20250272A
MONTE ROSA THERAPEUTICS AG,CR20250272A
MONTE ROSA THERAPEUTICS AG [CH],IL321686A
MCALLISTER LAURA ANN [CH],IL321686A
LIARDO ELISA [CH],IL321686A
RITZEN ANDREAS [CH],IL321686A
OLEINIKOVAS VLADIMIRAS [CH],IL321686A
CABR? XAVIER LUCAS [CH],IL321686A
FASCHING BERNHARD [CH],IL321686A
BIZZINI LORENZO DELARUE [CH],IL321686A
LESIEUR MATHIEU [CH],IL321686A
"MONTE ROSA THERAPEUTICS AG,",IL321686A
"MCALLISTER Laura Ann,",IL321686A
"LIARDO Elisa,",IL321686A
"RITZEN Andreas,",IL321686A
"OLEINIKOVAS Vladimiras,",IL321686A
"CABR? Xavier Lucas,",IL321686A
"FASCHING Bernhard,",IL321686A
"BIZZINI Lorenzo Delarue,",IL321686A
LESIEUR Mathieu,IL321686A
MONTE ROSA THERAPEUTICS AG [CH],MX2025007948A
MONTE ROSA THERAPEUTICS AG,MX2025007948A
MONTE ROSA THERAPEUTICS AG [CH],WO2026013577A1
MONTE ROSA THERAPEUTICS AG,WO2026013577A1
MONTE ROSA THERAPEUTICS AG [CH],WO2026013576A1
MONTE ROSA THERAPEUTICS AG,WO2026013576A1
MONTE ROSA THERAPEUTICS AG [CH],WO2026013578A1
MONTE ROSA THERAPEUTICS AG,WO2026013578A1
MONTE ROSA THERAPEUTICS AG [CH],AU2024207015A1
MONTE ROSA THERAPEUTICS AG,AU2024207015A1
MONTE ROSA THERAPEUTICS AG [CH],US2025205219A1
Monte Rosa Therapeutics AG,US2025205219A1
TIANJIN MEDICAL UNIV GENERAL HOSPITAL,CN118883944A
天津医科大学总医院,CN118883944A
MONTE ROSA THERAPEUTICS INC [US],US2024285604A1
"Monte Rosa Therapeutics, Inc,",US2024285604A1
Monte Rosa Therapeutics AG,US2024285604A1
MONTE ROSA THERAPEUTICS AG [CH],EP4648853A1
Monte Rosa Therapeutics AG,EP4648853A1
MONTE ROSA THERAPEUTICS INC [US],WO2024151547A1
"MONTE ROSA THERAPEUTICS, INC",WO2024151547A1
INST NAT SANTE RECH MED [FR],US2022348660A1
UNIV PARIS [FR],US2022348660A1
HOPITAUX PARIS ASSIST PUBLIQUE [FR],US2022348660A1
CENTRE NAT RECH SCIENT [FR],US2022348660A1
"INSERM (Institut National de la Santé et de la Recherche Médicale),",US2022348660A1
"Université de Paris,",US2022348660A1
"Assistance Publique-Hôpitaux de Paris,",US2022348660A1
Centre National de la Recherche Scientifique (CNRS),US2022348660A1
INST NAT SANTE RECH MED [FR],WO2021064069A1
CENTRE NAT RECH SCIENT [FR],WO2021064069A1
ASSIST PUBLIQUE HOPITAUX PARIS APHP [FR],WO2021064069A1
UNIV PARIS [FR],WO2021064069A1
"INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE),",WO2021064069A1
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),",WO2021064069A1
"ASSISTANCE PUBLIQUE-HÔPITAUX DE PARIS (APHP),",WO2021064069A1
UNIVERSITÉ DE PARIS,WO2021064069A1
SHENZHEN INST ADV TECH,CN120078798A
深圳先进技术研究院,CN120078798A
SHENZHEN INST ADV TECH,CN120060367A
深圳先进技术研究院,CN120060367A
AGENCY SCIENCE TECH & RES [SG],US2025043270A1
"Agency for Science, Technology and Research",US2025043270A1
EYE INSTITUTE OF SHANDONG FIRST MEDICAL UNIV [CN],WO2024119424A1
山东第一医科大学附属眼科研究所（山东省眼科研究所、山东第一医科大学附属青岛眼科医院）,WO2024119424A1
UNIV ZHONGSHAN,CN117414429A
中山大学,CN117414429A
EYE INSTITUTE OF SHANDONG FIRST MEDICAL UNIV QINGDAO EYE HOSPITAL SHANDONG FIRST MEDICAL UNIV,CN116473989A
山东第一医科大学附属眼科研究所（山东省眼科研究所、山东第一医科大学附属青岛眼科医院）,CN116473989A
AGENCY SCIENCE TECH & RES [SG],WO2023101608A2
"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH",WO2023101608A2
UNIV CASE WESTERN RESERVE [US],US2022259275A1
Case Western Reserve University,US2022259275A1
QUELL THERAPEUTICS LTD [GB],WO2022180152A1
QUELL THERAPEUTICS LIMITED,WO2022180152A1
UNIV PITTSBURGH COMMONWEALTH SYS HIGHER EDUCATION [US],US2021309998A1
"University of Pittsburgh - Of the Commonwealth System of Higher Education,",US2021309998A1
University of Pittsburgh—Of the Commonwealth System of Higher Education,US2021309998A1
UNIV COLUMBIA [US],US2021214443A1
The Trustees of Columbia University in the City of New York,US2021214443A1
UNIV CASE WESTERN RESERVE [US],WO2020243226A1
CASE WESTERN RESERVE UNIVERSITY,WO2020243226A1
UNIV GUIZHOU MEDICAL,CN110452211A
GUIZHOU MEDICAL UNIVERSITY,CN110452211A
THE TRUSTEES OF COLUBIA UNIV IN THE CITY OF NEW YORK [US],US2018319886A1
"THE TRUSTEES OF COLUBIA UNIVERSITY IN THE CITY OF NEW YORK,",US2018319886A1
"Ghosh Sankar,",US2018319886A1
"Grinberg-Bleyer Yenkel,",US2018319886A1
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,US2018319886A1
SHENZHEN INST ADV TECH,CN108096579A
深圳先进技术研究院,CN108096579A
SHENZHEN INST ADV TECH [CN],US2018002698A1
UNIV PENNSYLVANIA [US],US2018002698A1
"Shenzhen Institutes of Advanced Technology,",US2018002698A1
"THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,",US2018002698A1
SHENZHEN INSTITUTES OF ADVANCED TECHNOLOGY,US2018002698A1
SELECTA BIOSCIENCES INC,JP2017200925A
セレクタ  バイオサイエンシーズ  インコーポレーテッドＳＥＬＥＣＴＡ  ＢＩＯＳＣＩＥＮＣＥＳ，ＩＮＣ．,JP2017200925A
SHENZHEN INST OF ADV TECH CAS,CN107250360A
UNIV PENNSYLVANIA,CN107250360A
"深圳先进技术研究院,",CN107250360A
宾夕法尼亚大学,CN107250360A
SHENZHEN INST OF ADV TECH CAS [CN],WO2017063196A1
UNIV PENNSYLVANIA [US],WO2017063196A1
"深圳先进技术研究院,",WO2017063196A1
宾夕法尼亚大学,WO2017063196A1
UNIV COLUMBIA [US],WO2017058881A1
GHOSH SANKAR [US],WO2017058881A1
GRINBERG-BLEYER YENKEL [US],WO2017058881A1
"THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,",WO2017058881A1
"GHOSH, Sankar,",WO2017058881A1
"GRINBERG-BLEYER, Yenkel",WO2017058881A1
NEKTAR THERAPEUTICS [US],MX2016009167A
NEKTAR THERAPEUTICS,MX2016009167A
SHENZHEN INST OF ADV TECH CAS,CN106086021A
深圳先进技术研究院,CN106086021A
NEKTAR THERAPEUTICS [US],AU2015206667A1
NEKTAR THERAPEUTICS,AU2015206667A1
NEKTAR THERAPEUTICS [US],CA2934552A1
NEKTAR THERAPEUTICS,CA2934552A1
UNIV CORNELL [US],MX2015005744A
CORNELL UNIVERSITY,MX2015005744A
SELECTA BIOSCIENCES INC,JP2016041708A
セレクタ  バイオサイエンシーズ  インコーポレーテッドＳＥＬＥＣＴＡ  ＢＩＯＳＣＩＥＮＣＥＳ，ＩＮＣ．,JP2016041708A
ARI MELNICK [US],PH12015501035A1
HAO WU [US],PH12015501035A1
UNIV CORNELL [US],PH12015501035A1
"MELNICK, ARI,",PH12015501035A1
"WU, HAO,",PH12015501035A1
CORNELL UNIVERSITY,PH12015501035A1
UNIV CORNELL,CN105188376A
"CORNELL UNIVERSITY,",CN105188376A
康奈尔大学,CN105188376A
"АЛЛЕРГАН, ИНК.",RU2014123471A
MELNICK ARI [US],US2015297570A1
WU HAO [US],US2015297570A1
"MELNICK ARI,",US2015297570A1
"WU HAO,",US2015297570A1
Cornell University,US2015297570A1
UNIV CORNELL [US],US2015218109A1
CORNELL UNIVERSITY,US2015218109A1
SYNTA PHARMACEUTICALS CORP [US],US2015174132A1
SYNTA PHARMACEUTICALS CORPORATION,US2015174132A1
NEKTAR THERAPEUTICS [US],WO2015108876A1
NEKTAR THERAPEUTICS,WO2015108876A1
NATIONAL UNIV CORPORATION SHIGA UNIV OF MEDICAL SCIENCE [JP],WO2026034442A1
KNC LABORATORIES CO LTD [JP],WO2026034442A1
AICHI MEDICAL UNIV [JP],WO2026034442A1
AOKI MASASHI [JP],WO2026034442A1
AKIYAMA TETSUYA [JP],WO2026034442A1
SUZUKI NAOKI [JP],WO2026034442A1
UNIV NAT CORP EHIME UNIV [JP],WO2026034442A1
NATIONAL UNIV CORPORATION TOKAI NATIONAL HIGHER EDUCATION AND RESEARCH SYSTEM [JP],WO2026034442A1
"国立大学法人滋賀医科大学,",WO2026034442A1
"神戸天然物化学株式会社,",WO2026034442A1
"学校法人　愛知医科大学,",WO2026034442A1
"青木　正志,",WO2026034442A1
"秋山　徹也,",WO2026034442A1
"鈴木　直輝,",WO2026034442A1
"国立大学法人愛媛大学,",WO2026034442A1
国立大学法人東海国立大学機構,WO2026034442A1
DAEGU GYEONGBUK INST SCIENCE & TECH [KR],KR20260012942A
재단법인대구경북과학기술원,KR20260012942A
DAEGU GYEONGBUK INST SCIENCE & TECH [KR],WO2026019137A1
재단법인대구경북과학기술원,WO2026019137A1
UNIV NAT TAIWAN [TW],TW202538276A
CHANG GUNG MEMORIAL HOSPITAL LINKOU [TW],TW202538276A
"NATIONAL TAIWAN UNIVERSITY,",TW202538276A
"CHANG GUNG MEMORIAL HOSPITAL, LINKOU",TW202538276A
THE PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],US2025382612A1
THE PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,US2025382612A1
THE PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATION SCIENCE LTD [AU],US2025368988A1
THE PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATION SCIENCE LIMITED,US2025368988A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],CA3243637A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,CA3243637A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],CA3243618A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,CA3243618A1
UNIV NAT TAIWAN [TW],US2025308662A1
CHANG GUNG MEMORIAL HOSPITAL LINKOU [TW],US2025308662A1
"NATIONAL TAIWAN UNIVERSITY,",US2025308662A1
"Chang Gung Memorial Hospital,Linkou",US2025308662A1
UNIV SHANDONG [CN],US12357698B1
SHANDONG NORMAL UNIVERSITY,US12357698B1
UNIV SOUTHERN CALIFORNIA [US],WO2025090555A1
UNIVERSITY OF SOUTHERN CALIFORNIA,WO2025090555A1
TECHNION RES & DEV FOUNDATION [IL],WO2025088613A1
TECHNION RESEARCH & DEVELOPMENT FOUNDATION LIMITED,WO2025088613A1
OHARA PHARMACEUTICAL CO LTD [JP],US2025101420A1
"OHARA PHARMACEUTICAL CO., LTD",US2025101420A1
TOKYO METROPOLITAN INST MEDICAL SCIENCE [JP],WO2025047776A1
公益財団法人東京都医学総合研究所,WO2025047776A1
UNIV TEXAS [US],WO2025038749A1
"THE BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",WO2025038749A1
PERRON INST OF NEUROLOGY AND CONVERSION SCIENCE,CN118891367A
佩伦神经与转化科学研究所有限公司,CN118891367A
PERRON INST OF NEUROLOGY AND CONVERSION SCIENCE,CN118871584A
佩伦神经与转化科学研究所有限公司,CN118871584A
UNIV DEGLI STUDI DI ROMA “LA SAPIENZA” [IT],WO2025088514A1
FONDAZIONE ST ITALIANO TECNOLOGIA [IT],WO2025088514A1
"UNIVERSITÀ DEGLI STUDI DI ROMA “LA SAPIENZA”,",WO2025088514A1
FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,WO2025088514A1
UNIV SHANDONG,CN118813627A
山东师范大学,CN118813627A
NIAZI SARFARAZ K [US],US2024293519A1
MAGOOLA MATTHIAS [UG],US2024293519A1
AHMAD ZAFEER [US],US2024293519A1
RNA THERAPEUTICS INC [US],US2024293519A1
"Niazi Sarfaraz K,",US2024293519A1
"Magoola Matthias,",US2024293519A1
"Ahmad Zafeer,",US2024293519A1
"RNA Therapeutics, Inc",US2024293519A1
ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE EUSKADI [ES],US2024277695A1
UNIV DEL PAIS VASCO/EUSKAL HERRIKO UNIBERSITATEA [ES],US2024277695A1
"Administración General de la Comunidad Autónoma de Euskadi,",US2024277695A1
Universidad Del Pais Vasco/Euskal Herriko Unibersitatea,US2024277695A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],AU2023214509A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,AU2023214509A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],AU2023215555A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,AU2023215555A1
OHARA PHARMACEUTICAL CO LTD [JP],US2024229025A1
"Ohara Pharmaceutical Co., Ltd",US2024229025A1
KUNMING INST ZOOLOGY CAS,CN118028452A
中国科学院昆明动物研究所,CN118028452A
WOOLSEY PHARMACEUTICALS INC [US],MX2023000600A
"WOOLSEY PHARMACEUTICALS, INC",MX2023000600A
INST NAT SANTE RECH MED [FR],US2024024513A1
UNIV STRASBOURG [FR],US2024024513A1
"INSERM - Institut National de la Santé et de la Recherche Médicale,",US2024024513A1
Université de Strasbourg,US2024024513A1
THE SECOND AFFILIATED HOSPITAL OF COLLEGE OF MEDICINE OF XIAN JIAOTONG UNIV,CN117357658A
西安交通大学医学院第二附属医院,CN117357658A
OHARA PHARMACEUTICAL CO LTD [JP],WO2023171587A1
大原薬品工業株式会社,WO2023171587A1
WOOLSEY PHARMACEUTICALS INC [US],US2023263806A1
"Woolsey Pharmaceuticals, Inc",US2023263806A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],EP4473111A1
Perron Institute for Neurological and Translational Science Limited,EP4473111A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],EP4473110A1
Perron Institute for Neurological and Translational Science Limited,EP4473110A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],WO2023147629A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,WO2023147629A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LTD [AU],WO2023147630A1
PERRON INSTITUTE FOR NEUROLOGICAL AND TRANSLATIONAL SCIENCE LIMITED,WO2023147630A1
OHARA PHARMACEUTICAL CO LTD,CN116368223A
大原药品工业株式会社,CN116368223A
SOONCHUNHYANG UNIV IND ACADEMY COOPERATION FOUNDATION,JP2023085481A
スンチョニャン  ユニヴァーシティ  インダストリー  アカデミー  コーペレーション  ファウンデーション,JP2023085481A
UNIV BRITISH COLUMBIA [CA],US2023151369A1
THE UNIVERSITY OF BRITISH COLUMBIA,US2023151369A1
UNIV ARIZONA [US],US2023080670A1
ARIZONA BOARD OF REGENTS ON BEHALF OF THE UNIVERSITY OF ARIZONA,US2023080670A1
WOOLSEY PHARMACEUTICALS INC [US],CA3184122A1
"WOOLSEY PHARMACEUTICALS, INC",CA3184122A1
UNIV BRITISH COLUMBIA,CN115768891A
不列颠哥伦比亚大学,CN115768891A
UNIV BRANDEIS [US],US2023054101A1
Brandeis University,US2023054101A1
INST NAT SANTE RECH MED [FR],CA3174653A1
UNIV STRASBOURG [FR],CA3174653A1
"INSERM(INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE),",CA3174653A1
UNIVERSITE DE STRASBOURG,CA3174653A1
UNIV BRITISH COLUMBIA [CA],CA3175691A1
THE UNIVERSITY OF BRITISH COLUMBIA,CA3175691A1
UNIV BRITISH COLUMBIA [CA],AU2021257414A1
THE UNIVERSITY OF BRITISH COLUMBIA,AU2021257414A1
INST NAT SANTE RECH MED,CN115397435A
UNIV STRASBOURG,CN115397435A
"国立健康与医学研究所,",CN115397435A
斯特拉斯堡大学,CN115397435A
INST NAT SANTE RECH MED [FR],AU2021253184A1
UNIV STRASBOURG [FR],AU2021253184A1
"INSERM - INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,",AU2021253184A1
UNIVERSITÉ DE STRASBOURG,AU2021253184A1
AFFILIATED COOPERATION HOSPITAL OF COAST MEDICAL COLLEGE OF SCIENCE AND TECHNOLOGY UNIV IN CHINA,CN114605501A
华中科技大学同济医学院附属协和医院,CN114605501A
UNIV SOONCHUNHYANG IND ACAD COOP FOUND [KR],KR20220066602A
순천향대학교 산학협력단,KR20220066602A
OHARA PHARMACEUTICAL CO LTD [JP],WO2022054801A1
大原薬品工業株式会社,WO2022054801A1
UNIV SOONCHUNHYANG IND ACAD COOP FOUND [KP],US2022026447A1
Soonchunhyang University Industry Academy Cooperation Foundation,US2022026447A1
WOOLSEY PHARMACEUTICALS INC [US],WO2022015365A1
"WOOLSEY PHARMACEUTICALS, INC",WO2022015365A1
UNIV BRITISH COLUMBIA [CA],EP4136233A1
The University of British Columbia,EP4136233A1
UNIV BRITISH COLUMBIA [CA],WO2021207854A1
THE UNIVERSITY OF BRITISH COLUMBIA,WO2021207854A1
ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE EUSKADI [ES],EP4157273A1
UNIV DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA [ES],EP4157273A1
"Administración General de la Comunidad Autónoma de Euskadi,",EP4157273A1
Universidad Del Pais Vasco-Euskal Herriko Unibertsitatea,EP4157273A1
ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE EUSKADI [ES],WO2021239915A1
UNIV DEL PAIS VASCO/EUSKAL HERRIKO UNIBERSITATEA [ES],WO2021239915A1
"ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE EUSKADI,",WO2021239915A1
UNIVERSIDAD DEL PAIS VASCO/EUSKAL HERRIKO UNIBERSITATEA,WO2021239915A1
INST NAT SANTE RECH MED [FR],EP4132538A1
UNIV STRASBOURG [FR],EP4132538A1
"Institut National de la Santé et de la Recherche Médicale (INSERM),",EP4132538A1
Université de Strasbourg,EP4132538A1
INST NAT SANTE RECH MED [FR],WO2021205010A1
UNIV STRASBOURG [FR],WO2021205010A1
"INSERM - INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,",WO2021205010A1
UNIVERSITÉ DE STRASBOURG,WO2021205010A1
UNIV ARIZONA [US],WO2020206449A1
ARIZONA BOARD OF REGENTS ON BEHALF OF THE UNIVERSITY OF ARIZONA,WO2020206449A1
FRIEDRICH MIESCHER INSTITUTE FOR BIOMEDICAL RES [CH],US2020216563A1
Friedrich Miescher Institute for Biomedical Research,US2020216563A1
UNIV SOONCHUNHYANG IND ACAD COOP FOUND [KR],KR20200053909A
순천향대학교 산학협력단,KR20200053909A
ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE EUSKADI [ES],EP3915563A1
UNIV DEL PAIS VASCO/EUSKAL HERRIKO UNIBERTSITATEA [ES],EP3915563A1
"Administración General de la Comunidad Autónoma de Euskadi,",EP3915563A1
Universidad del País Vasco/Euskal Herriko Unibertsitatea,EP3915563A1
INST NAT SANTE RECH MED [FR],EP3892283A1
UNIV STRASBOURG [FR],EP3892283A1
"INSERM (Institut National de la Santé et de la Recherche Médicale),",EP3892283A1
Université de Strasbourg,EP3892283A1
UNIV SOONCHUNHYANG IND ACAD COOP FOUND [KR],WO2020096103A1
순천향대학교 산학협력단,WO2020096103A1
UNIV BRANDEIS [US],US2020131236A1
Brandeis University,US2020131236A1
UNIV PITTSBURGH COMMONWEALTH SYS HIGHER EDUCATION [US],EP3836908A1
UNIV PENNSYLVANIA [US],EP3836908A1
"University of Pittsburgh - of the Commonwealth System of Higher Education,",EP3836908A1
The Trustees of The University of Pennsylvania,EP3836908A1
UNIV SUZHOU,CN110511911A
SUZHOU UNIVERSITY,CN110511911A
GUANGZHOU ANDISHENG BIO MEDICINE TECH CO LTD,CN109112215A
广州安镝声生物医药科技有限公司,CN109112215A
